Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
L2K2410,10,30,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Haight Street,94102,5,Hayes Valley,-122.424646169167,37.772900089786
L991264,6,21,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2400 Block Of Great Highway,94116,4,Sunset/Parkside,-122.506743510803,37.7407574921874
L980261,9,1,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Romolo Place,94133,,,,
L980391,11,25,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Filbert Street,94109,2,Russian Hill,-122.418399132042,37.8001831167412
L061641,10,31,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,800 Block Of Capp Street,94110,9,Mission,-122.417500850902,37.7530999810627
L991769,8,26,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Pond Street,94114,8,Castro/Upper Market,-122.432132797784,37.7634827174689
L020914,5,21,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Miramar Avenue,94112,11,Oceanview/Merced/Ingleside,-122.458100917628,37.7191297290404
L120787,5,9,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Valley Street,94131,8,Noe Valley,-122.425607962387,37.7446214766453
L080288,2,29,2008,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of 14th Avenue,94122,5,Inner Sunset,-122.471664663772,37.7647478414721
L131456,9,13,2013,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Broderick Street,94115,2,Pacific Heights,-122.442271757435,37.7883094244393
S001-52C,9,18,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Laurel Street,94118,2,Presidio Heights,-122.449185839852,37.784449863975
L992292,11,16,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,900 Block Of Oak Street,94117,5,Hayes Valley,-122.434940936499,37.773501815746
L160279,2,22,2016,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1200 Block Of 19th Street,94107,10,Potrero Hill,-122.394950613222,37.7613328285561
L030173,2,4,2003,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2200 Block Of 19th Avenue,94116,4,Sunset/Parkside,-122.475965779666,37.7458449403645
L152288,10,23,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Ramona Avenue,94103,8,Mission,-122.425207840619,37.7671534339271
L151620,7,13,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Green Street,94109,3,Russian Hill,-122.421335440787,37.7979834491896
L061364,9,13,2006,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0 Block Of Apollo Street,94124,10,Bayview Hunters Point,-122.397845533697,37.7322144276307
L121825,10,24,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Grove Street,94117,5,Hayes Valley,-122.438812235564,37.7757652648937
R002-54C,3,10,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Diamond Street,94114,8,Castro/Upper Market,-122.437031438772,37.7583529496468
L980018,1,20,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of Laguna Street,94115,5,Pacific Heights,-122.42887705006,37.7890467114888
S002-30C,11,19,1997,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1900 Block Of 15th Street,94114,8,Castro/Upper Market,-122.427142652694,37.7661763075991
L2K1602,7,28,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1100 Block Of Anza Street,94118,1,Inner Richmond,-122.460391923076,37.7792038152698
L2K2314,10,24,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Baker Street,94115,5,Presidio Heights,-122.443154108637,37.7843530726009
L142257,11,4,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of 24th Avenue,94121,1,Outer Richmond,-122.483662765925,37.7791756018211
L151352,6,26,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,100 Block Of Broderick Street,94117,5,Haight Ashbury,-122.438872422134,37.7715147030101
L101130,9,28,2010,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2900 Block Of 22nd Street,94110,9,Mission,-122.413835547807,37.7556779246215
L2K2397,10,17,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of Lombard Street,94109,2,Russian Hill,-122.423738557618,37.8015053643445
L121248,8,8,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of 27th Street,94131,8,Noe Valley,-122.425834245799,37.7470197687644
L101509,12,20,2010,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3800 Block Of 22nd Street,94114,8,Noe Valley,-122.433291053378,37.7546156126456
L992692,12,30,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1300 Block Of 41st Avenue,94122,4,Sunset/Parkside,-122.500563667463,37.7615947608981
L021091,7,3,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3800 Block Of 26th Street,94131,8,Noe Valley,-122.425978677926,37.74850944309
L990858,4,29,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3400 Block Of Pierce Street,94123,2,Marina,-122.439755551917,37.8021393814421
L2K2514,11,7,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Kansas Street,94107,10,Potrero Hill,-122.402318098498,37.7512665871919
L991014,5,20,1999,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,500 Block Of Hyde Street,94109,6,Tenderloin,-122.416226912541,37.785559970984
L152099,9,22,2015,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1000 Block Of Pine Street,94109,3,Nob Hill,-122.413101980863,37.7906221866345
L980204,7,15,1998,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2400 Block Of Judah Street,94122,4,Sunset/Parkside,-122.488239824517,37.7611501334416
L070345,3,9,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2800 Block Of Van Ness Avenue,94109,2,Marina,-122.424806562828,37.8017750308577
L020805,5,10,2002,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,400 Block Of Funston Avenue,94118,1,Inner Richmond,-122.471637916781,37.7797197443233
L141284,6,30,2014,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2000 Block Of Mcallister Street,94118,5,Lone Mountain/USF,-122.445824245425,37.7769038843601
L071517,10,1,2007,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1400 Block Of Jones Street,94109,3,Nob Hill,-122.414668292562,37.7945577015953
L121736,10,10,2012,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,200 Block Of Parker Avenue,94118,1,Lone Mountain/USF,-122.454081993306,37.7809126370799
L2K2333,10,26,2000,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1600 Block Of Hayes Street,94117,5,Lone Mountain/USF,-122.443590663084,37.7743083992763
L111503,11,10,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,600 Block Of Capp Street,94110,9,Mission,-122.417666463719,37.7563058754319
L110726,6,8,2011,No,landlord,true,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1700 Block Of Lyon Street,94115,2,Presidio Heights,-122.445373678699,37.7869508242755
